Datetime,open,high,low,close,volume
2025-11-05 00:00:00+00:00,0.5643340945243835,0.5645890235900879,0.5638250112533569,0.5642067193984985,0
2025-11-05 01:00:00+00:00,0.5639839768409729,0.5641112327575684,0.5632850527763367,0.5637614130973816,0
2025-11-05 02:00:00+00:00,0.5639839768409729,0.5649079084396362,0.5637931823730469,0.5649079084396362,0
2025-11-05 03:00:00+00:00,0.5649717450141907,0.5656428337097168,0.5648760199546814,0.5655468702316284,0
2025-11-05 04:00:00+00:00,0.5654829144477844,0.565930962562561,0.5654509663581848,0.56573885679245,0
2025-11-05 05:00:00+00:00,0.5657068490982056,0.5662193298339844,0.5654509663581848,0.5654509663581848,0
2025-11-05 06:00:00+00:00,0.5654189586639404,0.5658668875694275,0.5654189586639404,0.5656108856201172,0
2025-11-05 07:00:00+00:00,0.5654189586639404,0.5655468702316284,0.5650675296783447,0.5652911067008972,0
2025-11-05 08:00:00+00:00,0.5653870105743408,0.566027045249939,0.5653870105743408,0.5655788779258728,0
2025-11-05 09:00:00+00:00,0.5654509663581848,0.5657708644866943,0.5648760199546814,0.5649079084396362,0
2025-11-05 10:00:00+00:00,0.5648122429847717,0.5649398565292358,0.5644933581352234,0.5645571351051331,0
2025-11-05 11:00:00+00:00,0.5645890235900879,0.5645890235900879,0.5640794038772583,0.5642385482788086,0
2025-11-05 12:00:00+00:00,0.5642703771591187,0.5648760199546814,0.5641748905181885,0.5648440718650818,0
2025-11-05 13:00:00+00:00,0.5648122429847717,0.5651633143424988,0.5643022656440735,0.5644933581352234,0
2025-11-05 14:00:00+00:00,0.5643022656440735,0.5653230547904968,0.5642067193984985,0.5651633143424988,0
2025-11-05 15:00:00+00:00,0.5642385482788086,0.5656428337097168,0.5642385482788086,0.5655788779258728,0
2025-11-05 16:00:00+00:00,0.565514862537384,0.566379725933075,0.5651313662528992,0.5663476586341858,0
2025-11-05 17:00:00+00:00,0.566379725933075,0.5665080547332764,0.5661231875419617,0.5661552548408508,0
2025-11-05 18:00:00+00:00,0.5661231875419617,0.5665722489356995,0.5661231875419617,0.5664117932319641,0
2025-11-05 19:00:00+00:00,0.5663476586341858,0.5666043758392334,0.5662193298339844,0.5662193298339844,0
2025-11-05 20:00:00+00:00,0.5664438605308533,0.5667006373405457,0.566379725933075,0.566379725933075,0
2025-11-05 21:00:00+00:00,0.56618732213974,0.5666043758392334,0.56618732213974,0.566379725933075,0
2025-11-05 22:00:00+00:00,0.5659630298614502,0.5665722489356995,0.5658989548683167,0.5663476586341858,0
2025-11-05 23:00:00+00:00,0.5663476586341858,0.5668613314628601,0.5663155317306519,0.5668291449546814,0
2025-11-06 00:00:00+00:00,0.5666043758392334,0.5667006373405457,0.5662513971328735,0.5665080547332764,0
2025-11-06 01:00:00+00:00,0.5662193298339844,0.5667006373405457,0.5658668875694275,0.5667006373405457,0
2025-11-06 02:00:00+00:00,0.5665401220321655,0.5669255256652832,0.5665401220321655,0.5666043758392334,0
2025-11-06 03:00:00+00:00,0.5666364431381226,0.5666364431381226,0.5663476586341858,0.5664438605308533,0
2025-11-06 04:00:00+00:00,0.566379725933075,0.5670220255851746,0.566379725933075,0.5667006373405457,0
2025-11-06 05:00:00+00:00,0.5666685104370117,0.5667970180511475,0.5661231875419617,0.5661552548408508,0
2025-11-06 06:00:00+00:00,0.5662193298339844,0.5664438605308533,0.5658348798751831,0.5658348798751831,0
2025-11-06 07:00:00+00:00,0.5658668875694275,0.5662834644317627,0.5658028721809387,0.566027045249939,0
2025-11-06 08:00:00+00:00,0.5660591125488281,0.5667327642440796,0.5652911067008972,0.5667327642440796,0
2025-11-06 09:00:00+00:00,0.5667006373405457,0.5667327642440796,0.5660591125488281,0.56618732213974,0
2025-11-06 10:00:00+00:00,0.5662513971328735,0.5664117932319641,0.5658668875694275,0.5658989548683167,0
2025-11-06 11:00:00+00:00,0.5659949779510498,0.5660911202430725,0.5658668875694275,0.566027045249939,0
2025-11-06 12:00:00+00:00,0.5659949779510498,0.5665722489356995,0.5658668875694275,0.5665401220321655,0
2025-11-06 13:00:00+00:00,0.5667006373405457,0.5671184659004211,0.5663155317306519,0.5663155317306519,0
2025-11-06 14:00:00+00:00,0.56618732213974,0.56618732213974,0.5637614130973816,0.5637614130973816,0
2025-11-06 15:00:00+00:00,0.5635390281677246,0.5643022656440735,0.5627778768539429,0.5632216334342957,0
2025-11-06 16:00:00+00:00,0.5631899237632751,0.5632533431053162,0.5627778768539429,0.5630630850791931,0
2025-11-06 17:00:00+00:00,0.5631265044212341,0.5637296438217163,0.5628095269203186,0.5635707974433899,0
2025-11-06 18:00:00+00:00,0.5635390281677246,0.5642067193984985,0.5632216334342957,0.5639839768409729,0
2025-11-06 19:00:00+00:00,0.5639839768409729,0.5644296407699585,0.5638886094093323,0.5639203786849976,0
2025-11-06 20:00:00+00:00,0.5641112327575684,0.5641748905181885,0.5635707974433899,0.5636661052703857,0
2025-11-06 21:00:00+00:00,0.5637614130973816,0.5637614130973816,0.5635072588920593,0.5636025667190552,0
2025-11-06 22:00:00+00:00,0.5636025667190552,0.5638567805290222,0.5635707974433899,0.5636978149414062,0
2025-11-06 23:00:00+00:00,0.5637296438217163,0.5642067193984985,0.5636978149414062,0.5639521479606628,0
2025-11-07 00:00:00+00:00,0.564047634601593,0.564047634601593,0.5634120106697083,0.5634120106697083,0
2025-11-07 01:00:00+00:00,0.5633485317230225,0.5634437799453735,0.5628095269203186,0.5630630850791931,0
2025-11-07 02:00:00+00:00,0.5629679560661316,0.5633485317230225,0.5624929666519165,0.5624929666519165,0
2025-11-07 03:00:00+00:00,0.5625879168510437,0.5625879168510437,0.5620819926261902,0.5621767640113831,0
2025-11-07 04:00:00+00:00,0.5620819926261902,0.5621135234832764,0.5616714954376221,0.5619556307792664,0
