,accuracy,precision,recall,f1,model
0,0.6823821339950372,1.0,0.42857142857142855,0.6,lstm
1,0.4441687344913151,0.0,0.0,0.0,attention
2,0.7444168734491315,1.0,0.5401785714285714,0.7014492753623188,cnn_lstm
