,accuracy,precision,recall,f1,model
0,0.708433734939759,0.4782608695652174,0.37606837606837606,0.42105263157894735,Random Forest
1,0.7301204819277108,0.5531914893617021,0.2222222222222222,0.3170731707317073,XGBoost
2,0.7566265060240964,0.66,0.28205128205128205,0.39520958083832336,LightGBM
3,0.6771084337349398,0.41414141414141414,0.3504273504273504,0.37962962962962965,Logistic Regression
