,accuracy,precision,recall,f1,model
0,0.7228915662650602,0.6172839506172839,0.373134328358209,0.46511627906976744,Random Forest
1,0.6963855421686747,0.5606060606060606,0.27611940298507465,0.37,XGBoost
2,0.7012048192771084,0.5757575757575758,0.2835820895522388,0.38,LightGBM
3,0.7349397590361446,0.572289156626506,0.7089552238805971,0.6333333333333333,Logistic Regression
