,open,high,low,close,volume,returns,log_returns,volatility_20,hour,day_of_week,day_of_month,month,week_of_year,london_session,ny_session,asia_session,target,target_return
2025-11-06 08:00:00+00:00,1.3063015937805176,1.308746337890625,1.3060115575790403,1.3085922002792358,0.0,,,,8,3,6,11,45,1,0,0,1,0.001769748335355148
2025-11-06 09:00:00+00:00,1.3083012104034424,1.3089348077774048,1.3078391551971436,1.308078646659851,0.0,-0.00039244740972410597,-0.0003925244373623295,,9,3,6,11,45,1,0,0,1,0.00031404473487972595
2025-11-06 10:00:00+00:00,1.307805061340332,1.3087120056152344,1.307805061340332,1.3079075813293457,0.0,-0.00013077602859901116,-0.00013078458052943903,,10,3,6,11,45,1,0,0,1,0.001795101573856206
2025-11-06 11:00:00+00:00,1.3081642389297483,1.3095518350601196,1.3078734874725342,1.309226155281067,0.0,0.0010081552936491711,0.0010076474463983837,,11,3,6,11,45,1,0,0,1,0.0009829197770834242
2025-11-06 12:00:00+00:00,1.3070015907287598,1.3103584051132202,1.3062334060668943,1.3100664615631104,0.0,0.0006418343222474032,0.0006416284346912189,,12,3,6,11,45,1,0,0,1,0.001640364001203487
2025-11-06 13:00:00+00:00,1.3098605871200562,1.3124393224716189,1.3095176219940186,1.3109080791473389,0.0,0.0006424235784376897,0.0006422173127458582,,13,3,6,11,45,1,1,0,1,0.002352070540473372
2025-11-06 14:00:00+00:00,1.3106331825256348,1.3109252452850342,1.3083696365356443,1.308489441871643,0.0,-0.001845009054539437,-0.0018467131801524863,,14,3,6,11,45,1,1,0,1,0.0036509221370748524
2025-11-06 15:00:00+00:00,1.3087635040283203,1.3104785680770874,1.308318257331848,1.3102554082870483,0.0,0.0013496222123727808,0.0013487122909228376,,15,3,6,11,45,1,1,0,1,0.002587884019051856
2025-11-06 16:00:00+00:00,1.3102209568023682,1.3110626935958862,1.3097920417785645,1.3105130195617676,0.0,0.00019661149504890396,0.00019659216954194766,,16,3,6,11,45,1,1,0,1,0.0024961385852213525
2025-11-06 17:00:00+00:00,1.3109596967697144,1.3124737739562988,1.3104442358016968,1.3122154474258425,0.0,0.0012990545219033756,0.001298211480603363,,17,3,6,11,45,0,1,0,1,0.0007879058048751997
2025-11-06 18:00:00+00:00,1.3121808767318726,1.3142677545547483,1.3120776414871216,1.3139914274215698,0.0,0.0013534210401282554,0.0013525059914100647,,18,3,6,11,45,0,1,0,1,3.937379695595489e-05
2025-11-06 19:00:00+00:00,1.313870549201965,1.314198613166809,1.3130252361297607,1.313266634941101,0.0,-0.0005515960495199312,-0.0005517482345865484,,19,3,6,11,45,0,1,0,0,-0.00018381553670643314
2025-11-06 20:00:00+00:00,1.313456416130066,1.3139914274215698,1.313266634941101,1.3136461973190308,0.0,0.0002890215648756467,0.00028897980618907863,,20,3,6,11,45,0,1,0,0,-0.0008007504403717558
2025-11-06 21:00:00+00:00,1.3136461973190308,1.3140085935592651,1.313439130783081,1.3137842416763306,0.0,0.00010508488326732568,0.00010507936223776114,,21,3,6,11,45,0,1,0,0,-0.0011417479695932098
2025-11-06 22:00:00+00:00,1.313214898109436,1.3135426044464111,1.312938928604126,1.3132493495941162,0.0,-0.0004071384518449239,-0.0004072213552072706,,22,3,6,11,45,0,0,1,0,-0.0010101364029085902
2025-11-06 23:00:00+00:00,1.3137152194976809,1.314198613166809,1.313559889793396,1.3140431642532349,0.0,0.0006044660592172679,0.0006042834431953142,,23,3,6,11,45,0,0,1,0,-0.0017446259831608302
2025-11-07 00:00:00+00:00,1.313974142074585,1.3141640424728394,1.3130252361297607,1.3130252361297607,0.0,-0.0007746534902091096,-0.0007749536892675673,,0,4,7,11,45,0,0,1,0,-0.0008134765463636562
2025-11-07 01:00:00+00:00,1.3128700256347656,1.3129734992980957,1.312456488609314,1.312594294548035,0.0,-0.0003282051021319399,-0.000328258973213971,,1,4,7,11,45,0,0,1,0,-0.0008917576580678155
2025-11-07 02:00:00+00:00,1.3127493858337402,1.313094139099121,1.3120431900024414,1.312284231185913,0.0,-0.00023622178110149772,-0.00023624968586099228,,2,4,7,11,45,0,0,1,1,0.00019694341637599422
