Datetime,open,high,low,close,returns,log_returns,volatility_20,sma_20,sma_50,price_sma20_ratio,price_sma50_ratio,hour,day_of_week,day_of_month,month,london_session,ny_session,asia_session,target_direction,target_return
2025-11-05 00:00:00+00:00,0.6486346125602722,0.6488450169563293,0.6472911238670349,0.6476683616638184,,,,,,,,0,2,5,11,0,0,1,1,0.0024672209055858207
2025-11-05 01:00:00+00:00,0.6473329663276672,0.6475006341934204,0.646120011806488,0.6469142436981201,-0.0011643581967798466,-0.001165036588430097,,,,,,1,2,5,11,0,0,1,1,0.003701045384772783
2025-11-05 02:00:00+00:00,0.6471235156059265,0.6482982039451599,0.6469979286193848,0.6482982039451599,0.0021393256687753937,0.0021370405700833596,,,,,,2,2,5,11,0,0,1,1,0.0010383722398068507
2025-11-05 03:00:00+00:00,0.6484664082527161,0.6494349837303162,0.6483402252197266,0.6494349837303162,0.0017534828544001346,0.0017519472981254764,,,,,,3,2,5,11,0,0,1,0,-0.0003895110654091871
2025-11-05 04:00:00+00:00,0.6492663025856018,0.649645984172821,0.6488871574401855,0.64939284324646,-6.48879178237749e-05,-6.489002313578801e-05,,,,,,4,2,5,11,0,0,1,0,-0.0015561260922896114
2025-11-05 05:00:00+00:00,0.64939284324646,0.6500259637832642,0.6492663025856018,0.6492663025856018,-0.00019485995599455297,-0.00019487894366244221,,,,,,5,2,5,11,0,0,1,0,-0.001749858462605114
2025-11-05 06:00:00+00:00,0.6492241621017456,0.6497303247451782,0.6492241621017456,0.6493085026741028,6.499657895830957e-05,6.499446677219417e-05,,,,,,6,2,5,11,0,0,1,0,-0.0018794540532051096
2025-11-05 07:00:00+00:00,0.6490978002548218,0.6492241621017456,0.6487187743186951,0.6489713788032532,-0.0005192044605317747,-0.0005193392938404161,,,,,,7,2,5,11,0,0,0,0,-0.0008429515501243712
2025-11-05 08:00:00+00:00,0.6490135192871094,0.649814784526825,0.6490135192871094,0.6491820216178894,0.00032457951385267414,0.0003245268493178456,,,,,,8,2,5,11,1,0,0,0,-0.0006486729473632602
2025-11-05 09:00:00+00:00,0.6490135192871094,0.6494771838188171,0.648382306098938,0.648382306098938,-0.0012318818025156553,-0.0012326411926199712,,,,,,9,2,5,11,1,0,0,1,0.002144226217015044
2025-11-05 10:00:00+00:00,0.6481721997261047,0.6484664082527161,0.6480041146278381,0.6481301784515381,-0.00038885645864839,-0.000388932082926401,,,,,,10,2,5,11,1,0,0,1,0.0031859089078172254
2025-11-05 11:00:00+00:00,0.6481301784515381,0.6481301784515381,0.6476683616638184,0.6480881571769714,-6.483462113593408e-05,-6.483672299083213e-05,,,,,,11,2,5,11,1,0,0,1,0.004884340871958104
2025-11-05 12:00:00+00:00,0.6480881571769714,0.6484243273735046,0.6479201316833496,0.6484243273735046,0.000518710599492378,0.0005185761156528175,,,,,,12,2,5,11,1,0,0,1,0.0037097075906205035
2025-11-05 13:00:00+00:00,0.6484243273735046,0.648929238319397,0.6482141613960266,0.6487609148025513,0.0005190851342824487,0.0005189504561983776,,,,,,13,2,5,11,1,1,0,1,0.003384843742449073
2025-11-05 14:00:00+00:00,0.6486766934394836,0.6498992443084717,0.6485084295272827,0.649772584438324,0.0015593874610657643,0.001558172878944374,,,,,,14,2,5,11,1,1,0,1,0.0015619130614257237
2025-11-05 15:00:00+00:00,0.6490135192871094,0.6501950621604919,0.6490135192871094,0.6501950621604919,0.0006501932095721585,0.0006499819255459372,,,,,,15,2,5,11,1,1,0,1,0.0007156828601793119
2025-11-05 16:00:00+00:00,0.6500682234764099,0.6513809561729431,0.649772584438324,0.6512536406517029,0.0016280937103605453,0.0016267698025648673,,,,,,16,2,5,11,1,1,0,0,-0.0006508195924611604
2025-11-05 17:00:00+00:00,0.651296079158783,0.6514658331871033,0.6507027745246887,0.6508297920227051,-0.0006508195924611604,-0.0006510314674653827,,,,,,17,2,5,11,0,1,0,0,-0.00013013878784284838
2025-11-05 18:00:00+00:00,0.6508297920227051,0.6510840654373169,0.6507874727249146,0.6509568691253662,0.00019525397303366,0.0001952349134575989,,,,,,18,2,5,11,0,1,0,1,0.00032569549769245754
2025-11-05 19:00:00+00:00,0.6508721709251404,0.6510416865348816,0.6507874727249146,0.6507874727249146,-0.0002602267653758483,-0.00026026063023571334,,0.6492009073495865,,1.002443874241959,,19,2,5,11,0,1,0,0,-6.51194194901672e-05
2025-11-05 20:00:00+00:00,0.6509145498275757,0.6512112617492676,0.6506603956222534,0.6506603956222534,-0.00019526666997604636,-0.00019528573699439063,0.0009355701856807633,0.6493505090475082,,1.0020172257609632,,20,2,5,11,0,1,0,1,0.0009117583203785973
2025-11-05 21:00:00+00:00,0.6504487991333008,0.6509568691253662,0.6504487991333008,0.6508297920227051,0.0002603453377389986,0.00026031145377245163,0.0008760695414702977,0.6495462864637375,,1.001976003228277,,21,2,5,11,0,1,0,1,0.00019525397303366
2025-11-05 22:00:00+00:00,0.6508297920227051,0.6509568691253662,0.6506181359291077,0.6507450938224792,-0.00013013878784284838,-0.00013014725662965204,0.0007658350138438276,0.6496686309576034,,1.0016569414214893,,22,2,5,11,0,0,1,1,0.000977129687953271
2025-11-05 23:00:00+00:00,0.6507450938224792,0.6512536406517029,0.6507450938224792,0.6511688828468323,0.0006512366030508865,0.0006510246405144922,0.0006825731658165424,0.6497553259134292,,1.0021755218880521,,23,2,5,11,0,0,1,1,0.0005862807020466931
2025-11-06 00:00:00+00:00,0.6509568691253662,0.6509568691253662,0.6504064798355103,0.6507450938224792,-0.0006508127699533794,-0.0006510246405145117,0.0007037845875239371,0.6498229384422303,,1.0014190871477384,,0,3,6,11,0,0,1,1,0.0003905587729127191
2025-11-06 01:00:00+00:00,0.6504487991333008,0.6512536406517029,0.6500259637832642,0.6512536406517029,0.0007814839236610638,0.0007811787240949457,0.0007157084816273845,0.6499223053455353,,1.0020484530154106,,1,3,6,11,0,0,1,0,-0.0005857467855086007
2025-11-06 02:00:00+00:00,0.6510840654373169,0.6514233946800232,0.6509145498275757,0.6509568691253662,-0.00045569269453860084,-0.0004557965540077281,0.000728432505868252,0.6500047236680985,,1.0014648285198522,,2,3,6,11,0,0,1,1,0.0005862885217104985
2025-11-06 03:00:00+00:00,0.6509992480278015,0.6515082716941833,0.6507450938224792,0.6513809561729431,0.0006514825600454355,0.0006512704374068803,0.0007207739904682753,0.6501252025365829,,1.001931556616265,,3,3,6,11,0,0,1,1,0.0007169420404289362
2025-11-06 04:00:00+00:00,0.6512536406517029,0.6519755125045776,0.6512536406517029,0.6515506505966187,0.0002605148677856661,0.00026048093967988685,0.0007202649729533004,0.6502436339855194,,1.002010041379549,,4,3,6,11,0,0,1,0,0.0
2025-11-06 05:00:00+00:00,0.6515506505966187,0.6517205238342285,0.6509145498275757,0.6509992480278015,-0.00084629271463732,-0.0008466510224865557,0.0006846527261038526,0.6503744810819626,,1.0009606264759952,,5,3,6,11,0,0,1,0,-6.509823561806627e-05
2025-11-06 06:00:00+00:00,0.6511264443397522,0.6513809561729431,0.6508721709251404,0.6508721709251404,-0.0001952031481543548,-0.00019522220276860027,0.0006771915319290535,0.6505115807056427,,1.000554317909462,,6,3,6,11,0,0,1,1,0.00019524125986292162
2025-11-06 07:00:00+00:00,0.6509568691253662,0.6515082716941833,0.6509568691253662,0.651338517665863,0.0007164951300033806,0.0007162385699097787,0.0006829395733830567,0.6506740987300873,,1.0010211239959796,,7,3,6,11,0,0,0,1,0.0004560908675033115
2025-11-06 08:00:00+00:00,0.6512112617492676,0.6518479585647583,0.6506603956222534,0.6518479585647583,0.0007821445916031955,0.0007818388759209676,0.000690876784418402,0.6508452802896499,,1.001540578545276,,8,3,6,11,1,0,0,0,-0.0011068750243458103
2025-11-06 09:00:00+00:00,0.6518479585647583,0.651932954788208,0.6515082716941833,0.6515506505966187,-0.0004561001752528826,-0.0004562042205757449,0.0007061269475533474,0.6509847670793534,,1.0008692730550426,,9,3,6,11,1,0,0,0,-0.004862775433927435
2025-11-06 10:00:00+00:00,0.6514658331871033,0.6516780853271484,0.6509145498275757,0.6509568691253662,-0.0009113358580928876,-0.0009117513770867648,0.0006740242981327544,0.6510439813137054,,0.9998661961544235,,10,3,6,11,1,0,0,0,-0.005888798016050134
2025-11-06 11:00:00+00:00,0.6510840654373169,0.6512112617492676,0.6508297920227051,0.6509992480278015,6.510247367419453e-05,6.510035460012609e-05,0.0006610608649941658,0.6510841906070709,,0.9998695367196826,,11,3,6,11,1,0,0,0,-0.0063392497039220785
2025-11-06 12:00:00+00:00,0.6510840654373169,0.6516780853271484,0.6509568691253662,0.6516355872154236,0.0009774806799698332,0.000977003256819251,0.0005925142392226759,0.651103287935257,,1.0008175343144936,,12,3,6,11,1,0,0,0,-0.005637252368620116
2025-11-06 13:00:00+00:00,0.6517630219459534,0.6520180106163025,0.6511264443397522,0.6511264443397522,-0.0007813306787726182,-0.0007816360766756097,0.0006010651465214987,0.6511181205511093,,1.000012783838109,,13,3,6,11,1,1,0,0,-0.004279075353560424
2025-11-06 14:00:00+00:00,0.6510416865348816,0.6510416865348816,0.648382306098938,0.648382306098938,-0.004214447538829047,-0.004223353353725251,0.001121278964567162,0.6509893923997879,,0.9959951938828999,,14,3,6,11,1,1,0,1,0.00032423090535527166
2025-11-06 15:00:00+00:00,0.6480041146278381,0.6487609148025513,0.6469560861587524,0.6471235156059265,-0.0019414325177766756,-0.0019433195406344558,0.0011873944863694252,0.6508061945438385,,0.9943413585045956,,15,3,6,11,1,1,0,1,0.0014906606664442101
2025-11-06 16:00:00+00:00,0.6471654176712036,0.6472492218017578,0.6466214060783386,0.6468724012374878,-0.0003880470457074958,-0.000388122355445448,0.001187433683813531,0.6506167948246002,,0.9942448556248508,,16,3,6,11,1,1,0,1,0.0020093583929849945
2025-11-06 17:00:00+00:00,0.6472073197364807,0.6481301784515381,0.6467886567115784,0.6479621529579163,0.0016846471086782167,0.0016832296824232395,0.0012625173777541321,0.6504734128713607,,0.9961393350385236,,17,3,6,11,0,1,0,1,0.0005186274934572133
2025-11-06 18:00:00+00:00,0.6480041146278381,0.6486766934394836,0.6475006341934204,0.6483402252197266,0.0005834789271015328,0.0005833087694580625,0.0012752288691555776,0.6503531694412231,,0.9969048444505528,,18,3,6,11,0,1,0,1,0.00045406305068596
2025-11-06 19:00:00+00:00,0.6484664082527161,0.6490978002548218,0.6484664082527161,0.6485925316810608,0.00038915750021328854,0.0003890817980727028,0.0012675111057842835,0.6502243518829346,,0.9974903735962082,,19,3,6,11,0,1,0,0,-0.0005185829223098848
2025-11-06 20:00:00+00:00,0.6486766934394836,0.6487187743186951,0.6480041146278381,0.6480881571769714,-0.0007776446373535251,-0.0007779471597913296,0.001270212381100261,0.6500915050506592,,0.9969183601721859,,20,3,6,11,0,1,0,0,-0.00019442450484519203
2025-11-06 21:00:00+00:00,0.6481721997261047,0.6482561826705933,0.6480041146278381,0.6481721997261047,0.00012967764987315,0.0001296692424535401,0.0012518228976073071,0.6499374330043792,,0.9972839950607021,,21,3,6,11,0,1,0,0,-0.0006478443886054341
2025-11-06 22:00:00+00:00,0.6484664082527161,0.6484664082527161,0.6479201316833496,0.6482982039451599,0.0001943992956014995,0.00019438040250693083,0.00125428554340467,0.6498044997453689,,0.997681924639181,,22,3,6,11,0,0,1,0,-0.001359519241192042
2025-11-06 23:00:00+00:00,0.6482141613960266,0.6488029360771179,0.6482141613960266,0.6486346125602722,0.0005189102994040962,0.0005187757120118589,0.0012498691451573024,0.6496671825647354,,0.9984106169556127,,23,3,6,11,0,0,1,0,-0.0014249767259314483
2025-11-07 00:00:00+00:00,0.6484664082527161,0.6486346125602722,0.6481721997261047,0.6482561826705933,-0.000583425371312285,-0.0005835956301196563,0.0012473501224268822,0.6495024591684342,,0.9980811827880736,,0,4,7,11,0,0,1,0,-0.00012955209180198768
2025-11-07 01:00:00+00:00,0.6482141613960266,0.6482982039451599,0.6473748683929443,0.6479621529579163,-0.00045357024049608174,-0.0004536731345919231,0.0012405909336237553,0.6493506044149399,0.6496264171600342,0.9978617846082171,0.99743812111368,1,4,7,11,0,0,1,1,0.0009079200710220281
2025-11-07 02:00:00+00:00,0.6479201316833496,0.6481301784515381,0.6475006341934204,0.6477522850036621,-0.00032388921682557914,-0.00032394168026650145,0.0012407140922290059,0.6491946101188659,0.6496280956268311,0.9977782854436519,0.9971124853807947,2,4,7,11,0,0,1,1,0.0014271017752045534
2025-11-07 03:00:00+00:00,0.6478362679481506,0.6478362679481506,0.6470816731452942,0.6474168300628662,-0.0005178753492069976,-0.0005180094929608173,0.0012211767273609736,0.6489985257387161,0.649638147354126,0.9975628670742364,0.9965806852625468,3,4,7,11,0,0,1,1,0.0020760732147704353
2025-11-07 04:00:00+00:00,0.6473329663276672,0.647794246673584,0.6469979286193848,0.6477103233337402,0.00045332969000133616,0.0004532269671411269,0.001207966289433242,0.6487916439771653,0.6496263897418976,0.9983333314270257,0.9970505102033823,4,4,7,11,0,0,1,1,0.0011673195435333295
2025-11-07 05:00:00+00:00,0.6478782296180725,0.6485084295272827,0.6478782296180725,0.6481721997261047,0.0007130909848513944,0.0007128368562790759,0.0012290468964215914,0.6486227214336395,0.6496011340618133,0.9993054179376587,0.9978002896534774,5,4,7,11,0,0,1,1,0.0009082695566013932
2025-11-07 06:00:00+00:00,0.6481301784515381,0.6486346125602722,0.6481301784515381,0.6485504508018494,0.0005835657189623422,0.0005833955107034189,0.0012327791291608838,0.6485024005174637,0.6495842862129212,1.0000740942274806,0.998408466102068,6,4,7,11,0,0,1,1,0.0003245144621235596
2025-11-07 07:00:00+00:00,0.6485925316810608,0.6491820216178894,0.6485925316810608,0.6486766934394836,0.00019465353462977397,0.00019463459208861724,0.0012345023081117951,0.6483862727880478,0.6495724940299987,1.0004479130167068,0.9986209382343801,7,4,7,11,0,0,0,0,-0.0007777275158507013
2025-11-07 08:00:00+00:00,0.6487609148025513,0.6488871574401855,0.6481301784515381,0.6487609148025513,0.00012983565452473478,0.0001298272266056302,0.001206987811894138,0.6482425391674042,0.6495615422725678,1.0007996630949474,0.9987674340029192,8,4,7,11,1,0,0,1,0.0002594538496465404
2025-11-07 09:00:00+00:00,0.6486766934394836,0.6488029360771179,0.6480881571769714,0.6484664082527161,-0.00045395236228873426,-0.0004540554298553718,0.0012011890797085313,0.6481095373630523,0.649551442861557,1.0005506336029488,0.9983295632381927,9,4,7,11,1,0,0,1,0.0002593878501886415
2025-11-07 10:00:00+00:00,0.6484243273735046,0.648929238319397,0.648382306098938,0.6487609148025513,0.0004541585286257366,0.0004540554298554509,0.0007470842254432946,0.6481284677982331,0.6495430207252503,1.0009758050074034,0.99879591359195,10,4,7,11,1,0,0,0,-0.0020071842256469408
2025-11-07 11:00:00+00:00,0.6487187743186951,0.6488450169563293,0.6480041146278381,0.6487609148025513,0.0,0.0,0.0005860574694292247,0.6482103377580642,0.6495505928993225,1.0008493802280156,0.9987842700701012,11,4,7,11,1,0,0,0,-0.0016193815700669134
2025-11-07 12:00:00+00:00,0.6486346125602722,0.6489713788032532,0.6478782296180725,0.6481721997261047,-0.0009074453516141334,-0.0009078573293976223,0.0006205771754626753,0.6482753276824951,0.6495514333248138,0.9998409195106052,0.9978766368174276,12,4,7,11,1,0,0,1,0.0007134104708022004
2025-11-07 13:00:00+00:00,0.6480881571769714,0.649350643157959,0.6480881571769714,0.648929238319397,0.0011679590602808876,0.0011672775267148926,0.0005589811301310537,0.6483236819505691,0.6495682549476623,1.0009340340106132,0.9990162440615007,13,4,7,11,1,1,0,0,-0.000324325039270823
2025-11-07 14:00:00+00:00,0.6488029360771179,0.6491398811340332,0.6475425958633423,0.6486346125602722,-0.00045401831467450915,-0.00045412141219616206,0.0005574199757823123,0.6483384013175965,0.6495724606513977,1.0004568775227163,0.9985562071240135,14,4,7,11,1,1,0,1,0.0016242915204465191
2025-11-07 15:00:00+00:00,0.6484664082527161,0.6487609148025513,0.6472492218017578,0.6474587321281433,-0.0018128548945106626,-0.0018145001045970501,0.0006844857726225925,0.6482817113399506,0.6495464169979095,0.9987305222445559,0.9967859342840885,15,4,7,11,1,1,0,1,0.003965089244657438
2025-11-07 16:00:00+00:00,0.6476263999938965,0.6482141613960266,0.6473748683929443,0.6477103233337402,0.00038858261247010084,0.0003885071337992435,0.0006721405442305576,0.648262819647789,0.6495051717758179,0.9991477279009323,0.9972365909925393,16,4,7,11,1,1,0,1,0.00305361958321404
2025-11-07 17:00:00+00:00,0.6475006341934204,0.6486346125602722,0.6473329663276672,0.6486346125602722,0.001427010182228905,0.0014259929707978682,0.0007466381422647242,0.6482859402894974,0.6494739627838135,1.0005378371627482,0.998707646077229,17,4,7,11,0,1,0,1,0.0014940798727620663
2025-11-07 18:00:00+00:00,0.6486766934394836,0.6489713788032532,0.6485084295272827,0.6487187743186951,0.00012975218527211396,0.00012974376818540492,0.0007460546122624725,0.6483069688081742,0.6494232654571533,1.000635201425149,0.9989152049581064,18,4,7,11,0,1,0,1,0.00358076921486683
2025-11-07 19:00:00+00:00,0.6487609148025513,0.6498570442199707,0.6487187743186951,0.649688184261322,0.0014943454405880185,0.0014932300175200975,0.0008086794476275601,0.6483596473932266,0.6494004333019257,1.0020490739567722,1.0004431025060043,19,4,7,11,0,1,0,1,0.0034551506111168973
